1 3 5
492 2.89474 4.56599
493 2.89036 4.55814
494 2.8859 4.55038
495 2.88137 4.54271
496 2.87676 4.53512
497 2.87207 4.52764
498 2.86731 4.52024
499 2.86248 4.51294
500 2.85757 4.50574
501 2.85259 4.49864
502 2.84754 4.49164
503 2.84242 4.48474
504 2.83724 4.47794
505 2.83198 4.47125
506 2.82666 4.46466
507 2.82128 4.45818
508 2.81583 4.45181
509 2.81031 4.44555
510 2.80474 4.4394
511 2.7991 4.43336
512 2.7934 4.42744
513 2.78765 4.42162
514 2.78184 4.41593
515 2.77597 4.41035
516 2.77004 4.40489
517 2.76407 4.39955
518 2.75803 4.39433
519 2.75195 4.38923
520 2.74582 4.38425
521 2.73964 4.37939
522 2.73341 4.37466
523 2.72713 4.37006
524 2.72081 4.36558
525 2.71444 4.36123
526 2.70803 4.357
527 2.70158 4.3529
528 2.69509 4.34894
529 2.68856 4.3451
530 2.68199 4.3414
531 2.67539 4.33782
532 2.66875 4.33438
533 2.66208 4.33107
534 2.65537 4.3279
535 2.64863 4.32486
536 2.64187 4.32195
537 2.63507 4.31918
538 2.62825 4.31655
539 2.6214 4.31405
540 2.61453 4.31169
541 2.60764 4.30947
542 2.60072 4.30739
543 2.59379 4.30544
544 2.58683 4.30364
545 2.57986 4.30197
546 2.57287 4.30044
547 2.56587 4.29905
548 2.55885 4.29781
549 2.55182 4.2967
550 2.54479 4.29573
551 2.53774 4.29491
552 2.53068 4.29422
553 2.52362 4.29368
554 2.51656 4.29328
555 2.50949 4.29302
556 2.50242 4.2929
557 2.49535 4.29292
558 2.48828 4.29309
559 2.48121 4.29339
560 2.47414 4.29384
561 2.46708 4.29443
562 2.46003 4.29515
563 2.45299 4.29602
564 2.44595 4.29703
565 2.43893 4.29819
566 2.43192 4.29948
567 2.42492 4.30091
568 2.41793 4.30248
569 2.41097 4.30419
570 2.40402 4.30604
571 2.39709 4.30803
572 2.39018 4.31016
573 2.38329 4.31242
574 2.37643 4.31483
575 2.36959 4.31737
576 2.36277 4.32004
577 2.35599 4.32286
578 2.34923 4.3258
579 2.3425 4.32889
580 2.33581 4.3321
581 2.32915 4.33545
582 2.32252 4.33894
583 2.31593 4.34255
584 2.30937 4.3463
585 2.30285 4.35018
586 2.29637 4.35419
587 2.28994 4.35832
588 2.28354 4.36259
589 2.27719 4.36698
590 2.27088 4.3715
591 2.26462 4.37615
592 2.2584 4.38092
593 2.25224 4.38581
594 2.24612 4.39083
595 2.24005 4.39597
596 2.23404 4.40123
597 2.22808 4.4066
598 2.22217 4.4121
599 2.21632 4.41772
600 2.21052 4.42345
601 2.20479 4.4293
602 2.19911 4.43526
603 2.19349 4.44133
604 2.18794 4.44752
605 2.18244 4.45381
606 2.17701 4.46022
607 2.17165 4.46673
608 2.16635 4.47335
609 2.16111 4.48008
610 2.15595 4.48691
611 2.15085 4.49384
612 2.14583 4.50088
613 2.14087 4.50801
614 2.13599 4.51524
615 2.13118 4.52257
616 2.12644 4.52999
617 2.12178 4.53751
618 2.11719 4.54512
619 2.11268 4.55282
620 2.10824 4.56062
621 2.10389 4.56849
622 2.09961 4.57646
623 2.09542 4.58451
624 2.0913 4.59264
625 2.08727 4.60086
626 2.08332 4.60915
627 2.07946 4.61753
628 2.07567 4.62597
629 2.07197 4.6345
630 2.06836 4.6431
631 2.06484 4.65176
632 2.0614 4.6605
633 2.05805 4.66931
634 2.05478 4.67818
635 2.05161 4.68712
636 2.04853 4.69612
637 2.04553 4.70518
638 2.04263 4.71429
639 2.03982 4.72347
640 2.0371 4.7327
641 2.03447 4.74199
642 2.03194 4.75132
643 2.0295 4.76071
644 2.02715 4.77014
645 2.0249 4.77962
646 2.02275 4.78915
647 2.02068 4.79871
648 2.01872 4.80832
649 2.01685 4.81796
650 2.01508 4.82765
651 2.0134 4.83736
652 2.01183 4.84711
653 2.01035 4.85689
654 2.00896 4.8667
655 2.00768 4.87653
656 2.00649 4.88639
657 2.00541 4.89627
658 2.00442 4.90617
659 2.00353 4.91609
660 2.00274 4.92603
661 2.00205 4.93598
662 2.00146 4.94595
663 2.00097 4.95592
664 2.00058 4.96591
665 2.00029 4.9759
666 2.0001 4.9859
667 2.00001 4.9959
668 2.00002 5.0059
669 2.00012 5.0159
670 2.00033 5.02589
671 2.00064 5.03588
672 2.00105 5.04587
673 2.00156 5.05584
674 2.00217 5.0658
675 2.00288 5.07575
676 2.00368 5.08569
677 2.00459 5.09561
678 2.0056 5.10551
679 2.0067 5.11538
680 2.0079 5.12524
681 2.0092 5.13507
682 2.0106 5.14487
683 2.0121 5.15464
684 2.0137 5.16439
685 2.01539 5.1741
686 2.01718 5.18377
687 2.01907 5.19341
688 2.02105 5.20301
689 2.02313 5.21257
690 2.0253 5.22208
691 2.02757 5.23155
692 2.02993 5.24098
693 2.03239 5.25036
694 2.03494 5.25968
695 2.03758 5.26896
696 2.04032 5.27818
697 2.04314 5.28735
698 2.04606 5.29646
699 2.04907 5.3055
700 2.05217 5.31449
701 2.05536 5.32342
702 2.05864 5.33228
703 2.06201 5.34107
704 2.06546 5.3498
705 2.069 5.35845
706 2.07263 5.36704
707 2.07635 5.37555
708 2.08014 5.38398
709 2.08402 5.39234
710 2.08799 5.40062
711 2.09204 5.40882
712 2.09617 5.41694
713 2.10038 5.42498
714 2.10467 5.43293
715 2.10903 5.44079
716 2.11348 5.44856
717 2.11801 5.45625
718 2.12261 5.46384
719 2.12728 5.47135
720 2.13203 5.47875
721 2.13686 5.48606
722 2.14175 5.49328
723 2.14672 5.50039
724 2.15176 5.50741
725 2.15687 5.51432
726 2.16205 5.52114
727 2.16729 5.52784
728 2.17261 5.53444
729 2.17798 5.54094
730 2.18342 5.54732
731 2.18893 5.5536
732 2.1945 5.55977
733 2.20012 5.56582
734 2.20581 5.57176
735 2.21156 5.57759
736 2.21736 5.5833
737 2.22323 5.58889
738 2.22914 5.59437
739 2.23511 5.59973
740 2.24114 5.60497
741 2.24721 5.61008
742 2.25334 5.61508
743 2.25951 5.61995
744 2.26574 5.6247
745 2.27201 5.62932
746 2.27832 5.63382
747 2.28468 5.63819
748 2.29109 5.64243
749 2.29753 5.64654
750 2.30402 5.65053
751 2.31054 5.65438
752 2.31711 5.65811
753 2.32371 5.6617
754 2.33034 5.66516
755 2.33701 5.66848
756 2.34371 5.67168
757 2.35044 5.67474
758 2.35721 5.67766
759 2.364 5.68045
760 2.37081 5.6831
761 2.37766 5.68562
762 2.38453 5.68799
763 2.39142 5.69023
764 2.39833 5.69234
765 2.40526 5.6943
766 2.41222 5.69613
767 2.41919 5.69781
768 2.42617 5.69936
769 2.43317 5.70077
770 2.44019 5.70203
771 2.44721 5.70316
772 2.45425 5.70414
773 2.4613 5.70499
774 2.46835 5.70569
775 2.47541 5.70625
776 2.48248 5.70668
777 2.48955 5.70695
778 2.49662 5.70709
779 2.50369 5.70709
780 2.51076 5.70695
781 2.51783 5.70666
782 2.52489 5.70623
783 2.53195 5.70566
784 2.539 5.70495
785 2.54605 5.7041
786 2.55309 5.70311
787 2.56011 5.70198
788 2.56713 5.70071
789 2.57413 5.6993
790 2.58111 5.69774
791 2.58808 5.69605
792 2.59503 5.69422
793 2.60197 5.69225
794 2.60888 5.69014
795 2.61577 5.68789
796 2.62264 5.68551
797 2.62948 5.68299
798 2.6363 5.68033
799 2.64309 5.67754
800 2.64985 5.67461
801 2.65658 5.67154
802 2.66328 5.66835
803 2.66994 5.66501
804 2.67658 5.66155
805 2.68318 5.65795
806 2.68974 5.65422
807 2.69626 5.65036
808 2.70274 5.64637
809 2.70919 5.64225
810 2.71559 5.638
811 2.72195 5.63363
812 2.72826 5.62912
813 2.73453 5.6245
814 2.74075 5.61974
815 2.74692 5.61487
816 2.75305 5.60987
817 2.75912 5.60474
818 2.76514 5.5995
819 2.77111 5.59414
820 2.77703 5.58866
821 2.78288 5.58306
822 2.78869 5.57734
823 2.79443 5.57151
824 2.80012 5.56556
825 2.80574 5.55951
826 2.81131 5.55333
827 2.81681 5.54705
828 2.82225 5.54066
829 2.82762 5.53416
830 2.83293 5.52756
831 2.83817 5.52085
832 2.84335 5.51403
833 2.84845 5.50711
834 2.85349 5.50009
835 2.85846 5.49297
836 2.86335 5.48575
837 2.86817 5.47844
838 2.87292 5.47103
839 2.87759 5.46352
840 2.88219 5.45592
841 2.88671 5.44823
842 2.89115 5.44046
843 2.89552 5.43259
844 2.89981 5.42463
845 2.90401 5.4166
846 2.90814 5.40847
847 2.91218 5.40027
848 2.91614 5.39199
849 2.92002 5.38362
850 2.92382 5.37519
851 2.92753 5.36667
852 2.93115 5.35808
853 2.93469 5.34943
854 2.93814 5.3407
855 2.9415 5.3319
856 2.94478 5.32304
857 2.94796 5.31411
858 2.95106 5.30512
859 2.95406 5.29607
860 2.95698 5.28696
861 2.9598 5.27779
862 2.96254 5.26856
863 2.96517 5.25929
864 2.96772 5.24996
865 2.97017 5.24058
866 2.97253 5.23115
867 2.9748 5.22168
868 2.97697 5.21216
869 2.97904 5.2026
870 2.98102 5.193
871 2.9829 5.18336
872 2.98469 5.17368
873 2.98637 5.16397
874 2.98796 5.15423
875 2.98946 5.14445
876 2.99085 5.13465
877 2.99215 5.12482
878 2.99335 5.11496
879 2.99445 5.10508
880 2.99545 5.09518
881 2.99635 5.08526
882 2.99716 5.07533
883 2.99786 5.06538
884 2.99846 5.05541
885 2.99897 5.04544
886 2.99937 5.03546
887 2.99968 5.02547
888 2.99988 5.01547
889 2.99999 5.00547
890 2.99999 4.99547
891 2.9999 4.98547
892 2.9997 4.97547
893 2.99941 4.96548
894 2.99901 4.9555
895 2.99852 4.94552
896 2.99792 4.93556
897 2.99723 4.9256
898 2.99643 4.91567
899 2.99554 4.90575
900 2.99455 4.89585
901 2.99346 4.88597
902 2.99227 4.87611
903 2.99098 4.86627
904 2.98959 4.85647
905 2.98811 4.84669
906 2.98653 4.83694
907 2.98485 4.82723
908 2.98307 4.81755
909 2.9812 4.80791
910 2.97923 4.7983
911 2.97717 4.78874
912 2.975 4.77922
913 2.97275 4.76974
914 2.9704 4.76031
915 2.96796 4.75092
916 2.96542 4.74159
917 2.96279 4.73231
918 2.96006 4.72308
919 2.95725 4.7139
920 2.95434 4.70479
921 2.95134 4.69573
922 2.94826 4.68673
923 2.94508 4.6778
924 2.94181 4.66893
925 2.93846 4.66013
926 2.93502 4.65139
927 2.93149 4.64273
928 2.92787 4.63413
929 2.92417 4.62561
930 2.92038 4.61716
931 2.91651 4.6088
932 2.91256 4.6005
933 2.90852 4.59229
934 2.9044 4.58416
935 2.9002 4.57612
936 2.89593 4.56816
937 2.89157 4.56028
938 2.88713 4.55249
939 2.88262 4.54479
940 2.87803 4.53719
941 2.87336 4.52967
942 2.86862 4.52225
943 2.86381 4.51493
944 2.85892 4.5077
945 2.85396 4.50057
946 2.84893 4.49354
947 2.84383 4.48661
948 2.83866 4.47979
949 2.83343 4.47307
950 2.82812 4.46645
951 2.82276 4.45994
952 2.81732 4.45354
953 2.81183 4.44725
954 2.80627 4.44107
955 2.80065 4.435
956 2.79497 4.42904
957 2.78923 4.4232
958 2.78343 4.41747
959 2.77758 4.41186
960 2.77167 4.40637
961 2.76571 4.401
962 2.75969 4.39574
963 2.75362 4.39061
964 2.7475 4.3856
965 2.74133 4.38071
966 2.73512 4.37594
967 2.72885 4.3713
968 2.72254 4.36679
969 2.71619 4.3624
970 2.70979 4.35814
971 2.70335 4.35401
972 2.69687 4.35001
973 2.69035 4.34614
974 2.68379 4.34239
975 2.6772 4.33878
976 2.67057 4.33531
977 2.6639 4.33196
978 2.65721 4.32875
979 2.65048 4.32567
980 2.64372 4.32273
981 2.63693 4.31992
982 2.63012 4.31725
983 2.62328 4.31472
984 2.61641 4.31232
985 2.60953 4.31006
986 2.60262 4.30794
987 2.59568 4.30596
988 2.58873 4.30411
989 2.58177 4.30241
990 2.57478 4.30084
991 2.56778 4.29942
992 2.56077 4.29813
993 2.55375 4.29699
994 2.54671 4.29598
995 2.53967 4.29512
996 2.53261 4.2944
997 2.52555 4.29381
998 2.51849 4.29337
999 2.51142 4.29307
1000 2.50435 4.29292
1001 2.49728 4.2929
1002 2.49021 4.29303
1003 2.48314 4.29329
1004 2.47608 4.2937
1005 2.46901 4.29425
1006 2.46196 4.29494
1007 2.45491 4.29577
1008 2.44788 4.29674
1009 2.44085 4.29786
1010 2.43383 4.29911
1011 2.42683 4.3005
1012 2.41984 4.30204
1013 2.41287 4.30371
1014 2.40592 4.30552
1015 2.39898 4.30747
1016 2.39207 4.30956
1017 2.38517 4.31179
1018 2.3783 4.31415
1019 2.37146 4.31666
1020 2.36464 4.3193
1021 2.35784 4.32207
1022 2.35108 4.32498
1023 2.34434 4.32803
1024 2.33764 4.33121
1025 2.33097 4.33452
1026 2.32433 4.33797
1027 2.31772 4.34155
1028 2.31116 4.34526
1029 2.30463 4.3491
1030 2.29814 4.35308
1031 2.29169 4.35718
1032 2.28528 4.36141
1033 2.27892 4.36577
1034 2.2726 4.37025
1035 2.26632 4.37486
1036 2.2601 4.3796
1037 2.25392 4.38446
1038 2.24779 4.38944
1039 2.24171 4.39455
1040 2.23568 4.39977
1041 2.2297 4.40512
1042 2.22378 4.41059
1043 2.21791 4.41617
1044 2.2121 4.42187
1045 2.20635 4.42768
1046 2.20066 4.43362
1047 2.19502 4.43966
1048 2.18945 4.44581
1049 2.18394 4.45208
1050 2.17849 4.45846
1051 2.17311 4.46494
1052 2.16779 4.47153
1053 2.16254 4.47823
1054 2.15735 4.48503
1055 2.15224 4.49194
1056 2.14719 4.49894
1057 2.14222 4.50605
1058 2.13731 4.51325
1059 2.13248 4.52055
1060 2.12773 4.52795
1061 2.12304 4.53545
1062 2.11843 4.54303
1063 2.1139 4.55071
1064 2.10945 4.55848
1065 2.10507 4.56633
1066 2.10077 4.57427
1067 2.09656 4.5823
1068 2.09242 4.59041
1069 2.08837 4.5986
1070 2.08439 4.60688
1071 2.0805 4.61523
1072 2.0767 4.62366
1073 2.07298 4.63216
1074 2.06934 4.64074
1075 2.06579 4.64939
1076 2.06233 4.6581
1077 2.05895 4.66689
1078 2.05567 4.67575
1079 2.05247 4.68467
1080 2.04936 4.69365
1081 2.04634 4.70269
1082 2.04341 4.71179
1083 2.04058 4.72095
1084 2.03783 4.73017
1085 2.03518 4.73944
1086 2.03262 4.74876
1087 2.03016 4.75814
1088 2.02778 4.76756
1089 2.02551 4.77703
1090 2.02332 4.78654
1091 2.02124 4.79609
1092 2.01925 4.80569
1093 2.01735 4.81532
1094 2.01555 4.82499
1095 2.01385 4.8347
1096 2.01225 4.84444
1097 2.01074 4.85421
1098 2.00933 4.86401
1099 2.00802 4.87384
1100 2.00681 4.88369
1101 2.00569 4.89356
1102 2.00468 4.90346
1103 2.00376 4.91338
1104 2.00295 4.92331
1105 2.00223 4.93326
1106 2.00161 4.94322
1107 2.00109 4.9532
1108 2.00068 4.96318
1109 2.00036 4.97317
1110 2.00014 4.98316
1111 2.00002 4.99316
1112 2 5.00316
1113 2.00008 5.01316
1114 2.00027 5.02316
1115 2.00055 5.03315
1116 2.00093 5.04314
1117 2.00141 5.05311
1118 2.00199 5.06308
1119 2.00267 5.07304
1120 2.00345 5.08297
1121 2.00433 5.0929
1122 2.00531 5.1028
1123 2.00639 5.11268
1124 2.00756 5.12255
1125 2.00884 5.13238
1126 2.01021 5.14219
1127 2.01168 5.15197
1128 2.01325 5.16173
1129 2.01492 5.17144
1130 2.01668 5.18113
1131 2.01854 5.19078
1132 2.02049 5.20039
1133 2.02255 5.20996
1134 2.02469 5.21948
1135 2.02694 5.22897
1136 2.02927 5.23841
1137 2.0317 5.2478
1138 2.03423 5.25714
1139 2.03685 5.26643
1140 2.03956 5.27567
1141 2.04236 5.28485
1142 2.04525 5.29397
1143 2.04824 5.30304
1144 2.05132 5.31204
1145 2.05448 5.32098
1146 2.05774 5.32986
1147 2.06108 5.33867
1148 2.06451 5.34742
1149 2.06803 5.35609
1150 2.07163 5.3647
1151 2.07532 5.37323
1152 2.07909 5.38169
1153 2.08295 5.39007
1154 2.0869 5.39837
