1 0.01 -4
2 0.0100401 -3.996
3 0.0100804 -3.99201
4 0.0101208 -3.98803
5 0.0101614 -3.98404
6 0.0102021 -3.98007
7 0.010243 -3.97609
8 0.0102841 -3.97212
9 0.0103254 -3.96815
10 0.0103668 -3.96419
11 0.0104083 -3.96023
12 0.0104501 -3.95628
13 0.010492 -3.95232
14 0.0105341 -3.94838
15 0.0105763 -3.94443
16 0.0106187 -3.94049
17 0.0106613 -3.93656
18 0.0107041 -3.93263
19 0.010747 -3.9287
20 0.0107901 -3.92478
21 0.0108334 -3.92086
22 0.0108768 -3.91694
23 0.0109205 -3.91303
24 0.0109643 -3.90912
25 0.0110082 -3.90522
26 0.0110524 -3.90132
27 0.0110967 -3.89742
28 0.0111412 -3.89353
29 0.0111859 -3.88964
30 0.0112308 -3.88576
31 0.0112758 -3.88188
32 0.0113211 -3.878
33 0.0113665 -3.87413
34 0.0114121 -3.87026
35 0.0114579 -3.8664
36 0.0115038 -3.86254
37 0.01155 -3.85868
38 0.0115963 -3.85483
39 0.0116428 -3.85098
40 0.0116895 -3.84713
41 0.0117364 -3.84329
42 0.0117835 -3.83946
43 0.0118308 -3.83562
44 0.0118782 -3.83179
45 0.0119259 -3.82797
46 0.0119737 -3.82414
47 0.0120218 -3.82033
48 0.01207 -3.81651
49 0.0121184 -3.8127
50 0.0121671 -3.8089
51 0.0122159 -3.80509
52 0.0122649 -3.80129
53 0.0123141 -3.7975
54 0.0123635 -3.79371
55 0.0124131 -3.78992
56 0.0124629 -3.78614
57 0.0125129 -3.78236
58 0.0125631 -3.77858
59 0.0126135 -3.77481
60 0.0126642 -3.77104
61 0.012715 -3.76727
62 0.012766 -3.76351
63 0.0128172 -3.75976
64 0.0128687 -3.756
65 0.0129203 -3.75225
66 0.0129721 -3.74851
67 0.0130242 -3.74477
68 0.0130765 -3.74103
69 0.0131289 -3.73729
70 0.0131816 -3.73356
71 0.0132345 -3.72983
72 0.0132876 -3.72611
73 0.013341 -3.72239
74 0.0133945 -3.71868
75 0.0134483 -3.71496
76 0.0135022 -3.71126
77 0.0135564 -3.70755
78 0.0136108 -3.70385
79 0.0136655 -3.70015
80 0.0137203 -3.69646
81 0.0137754 -3.69277
82 0.0138307 -3.68909
83 0.0138862 -3.6854
84 0.0139419 -3.68172
85 0.0139979 -3.67805
86 0.0140541 -3.67438
87 0.0141105 -3.67071
88 0.0141671 -3.66705
89 0.014224 -3.66339
90 0.0142811 -3.65973
91 0.0143384 -3.65608
92 0.014396 -3.65243
93 0.0144538 -3.64878
94 0.0145118 -3.64514
95 0.0145701 -3.64151
96 0.0146286 -3.63787
97 0.0146873 -3.63424
98 0.0147463 -3.63061
99 0.0148055 -3.62699
100 0.0148649 -3.62337
101 0.0149246 -3.61975
102 0.0149845 -3.61614
103 0.0150447 -3.61253
104 0.0151051 -3.60893
105 0.0151657 -3.60533
106 0.0152266 -3.60173
107 0.0152878 -3.59814
108 0.0153491 -3.59455
109 0.0154108 -3.59096
110 0.0154726 -3.58737
111 0.0155348 -3.5838
112 0.0155972 -3.58022
113 0.0156598 -3.57665
114 0.0157227 -3.57308
115 0.0157858 -3.56951
116 0.0158492 -3.56595
117 0.0159129 -3.56239
118 0.0159768 -3.55884
119 0.0160409 -3.55529
120 0.0161053 -3.55174
121 0.01617 -3.5482
122 0.016235 -3.54466
123 0.0163002 -3.54112
124 0.0163656 -3.53759
125 0.0164314 -3.53406
126 0.0164974 -3.53053
127 0.0165636 -3.52701
128 0.0166301 -3.52349
129 0.0166969 -3.51998
130 0.016764 -3.51646
131 0.0168313 -3.51296
132 0.016899 -3.50945
133 0.0169668 -3.50595
134 0.017035 -3.50245
135 0.0171034 -3.49896
136 0.0171721 -3.49547
137 0.0172411 -3.49198
138 0.0173104 -3.4885
139 0.0173799 -3.48502
140 0.0174497 -3.48154
141 0.0175198 -3.47807
142 0.0175902 -3.4746
143 0.0176609 -3.47113
144 0.0177319 -3.46767
145 0.0178031 -3.46421
146 0.0178746 -3.46076
147 0.0179464 -3.45731
148 0.0180186 -3.45386
149 0.018091 -3.45041
150 0.0181636 -3.44697
151 0.0182366 -3.44353
152 0.0183099 -3.4401
153 0.0183835 -3.43667
154 0.0184574 -3.43324
155 0.0185315 -3.42982
156 0.018606 -3.4264
157 0.0186808 -3.42298
158 0.0187558 -3.41957
159 0.0188312 -3.41616
160 0.0189069 -3.41275
161 0.0189829 -3.40935
162 0.0190592 -3.40595
163 0.0191358 -3.40255
164 0.0192127 -3.39916
165 0.0192899 -3.39577
166 0.0193674 -3.39238
167 0.0194453 -3.389
168 0.0195234 -3.38562
169 0.0196019 -3.38224
170 0.0196807 -3.37887
171 0.0197598 -3.3755
172 0.0198392 -3.37214
173 0.019919 -3.36877
174 0.0199991 -3.36541
175 0.0200795 -3.36206
176 0.0201602 -3.35871
177 0.0202412 -3.35536
178 0.0203226 -3.35201
179 0.0204043 -3.34867
180 0.0204863 -3.34533
181 0.0205687 -3.342
182 0.0206514 -3.33867
183 0.0207344 -3.33534
184 0.0208178 -3.33201
185 0.0209015 -3.32869
186 0.0209855 -3.32537
187 0.0210699 -3.32206
188 0.0211547 -3.31875
189 0.0212397 -3.31544
190 0.0213251 -3.31213
191 0.0214109 -3.30883
192 0.021497 -3.30553
193 0.0215834 -3.30224
194 0.0216702 -3.29895
195 0.0217574 -3.29566
196 0.0218449 -3.29237
197 0.0219327 -3.28909
198 0.022021 -3.28582
199 0.0221095 -3.28254
200 0.0221985 -3.27927
201 0.0222877 -3.276
202 0.0223774 -3.27274
203 0.0224674 -3.26947
204 0.0225578 -3.26622
205 0.0226485 -3.26296
206 0.0227396 -3.25971
207 0.0228311 -3.25646
208 0.0229229 -3.25322
209 0.0230152 -3.24997
210 0.0231077 -3.24674
211 0.0232007 -3.2435
212 0.0232941 -3.24027
213 0.0233878 -3.23704
214 0.0234819 -3.23381
215 0.0235763 -3.23059
216 0.0236712 -3.22737
217 0.0237665 -3.22416
218 0.0238621 -3.22095
219 0.0239581 -3.21774
220 0.0240545 -3.21453
221 0.0241513 -3.21133
222 0.0242485 -3.20813
223 0.0243461 -3.20493
224 0.0244441 -3.20174
225 0.0245424 -3.19855
226 0.0246412 -3.19537
227 0.0247404 -3.19218
228 0.0248399 -3.189
229 0.0249399 -3.18583
230 0.0250403 -3.18265
231 0.0251411 -3.17948
232 0.0252423 -3.17632
233 0.0253439 -3.17315
234 0.0254459 -3.16999
235 0.0255483 -3.16683
236 0.0256512 -3.16368
237 0.0257545 -3.16053
238 0.0258581 -3.15738
239 0.0259622 -3.15424
240 0.0260668 -3.1511
241 0.0261717 -3.14796
242 0.0262771 -3.14482
243 0.0263829 -3.14169
244 0.0264891 -3.13856
245 0.0265958 -3.13544
246 0.0267029 -3.13232
247 0.0268104 -3.1292
248 0.0269183 -3.12608
249 0.0270267 -3.12297
250 0.0271356 -3.11986
251 0.0272449 -3.11675
252 0.0273546 -3.11365
253 0.0274647 -3.11055
254 0.0275754 -3.10745
255 0.0276864 -3.10436
256 0.0277979 -3.10127
257 0.0279099 -3.09818
258 0.0280223 -3.0951
259 0.0281352 -3.09202
260 0.0282485 -3.08894
261 0.0283623 -3.08586
262 0.0284766 -3.08279
263 0.0285913 -3.07972
264 0.0287065 -3.07666
265 0.0288221 -3.07359
266 0.0289382 -3.07054
267 0.0290548 -3.06748
268 0.0291719 -3.06443
269 0.0292894 -3.06138
270 0.0294074 -3.05833
271 0.0295259 -3.05529
272 0.0296449 -3.05225
273 0.0297644 -3.04921
274 0.0298843 -3.04617
